state,race,gender,year,group_id,Y,n,Y_bar,latent_group_pref,lon,lat
Alabama,Black,Female,2017,Alabama_2017_0_1,13,20,0.65,0.5309456888903619,-86.7509,32.5901
Alabama,Black,Female,2018,Alabama_2018_0_1,12,12,1,0.7276931680824358,-86.7509,32.5901
Alabama,Black,Female,2019,Alabama_2019_0_1,9,13,0.6923076923076923,0.9545015106322587,-86.7509,32.5901
Alabama,Black,Female,2020,Alabama_2020_0_1,12,12,1,1.1744670304204077,-86.7509,32.5901
Alabama,Black,Female,2021,Alabama_2021_0_1,15,18,0.8333333333333334,1.337898400273652,-86.7509,32.5901
Alabama,Black,Female,2022,Alabama_2022_0_1,7,8,0.875,1.4017148340031336,-86.7509,32.5901
Alabama,Black,Female,2023,Alabama_2023_0_1,9,12,0.75,1.344038549212355,-86.7509,32.5901
Alabama,Black,Female,2024,Alabama_2024_0_1,11,14,0.7857142857142857,1.1690451977947216,-86.7509,32.5901
Alabama,Black,Male,2000,Alabama_2000_1_1,10,25,0.4,-0.50831877872841,-86.7509,32.5901
Alabama,Black,Male,2001,Alabama_2001_1_1,2,11,0.1818181818181818,-1.1829182822798843,-86.7509,32.5901
Alabama,Black,Male,2002,Alabama_2002_1_1,0,22,0,-1.9125479893790398,-86.7509,32.5901
Alabama,Black,Male,2003,Alabama_2003_1_1,0,18,0,-2.558648195376535,-86.7509,32.5901
Alabama,Black,Male,2004,Alabama_2004_1_1,0,8,0,-2.9852150338820684,-86.7509,32.5901
Alabama,Black,Male,2005,Alabama_2005_1_1,0,17,0,-3.0981287661843746,-86.7509,32.5901
Alabama,Black,Male,2006,Alabama_2006_1_1,0,21,0,-2.8689734736198242,-86.7509,32.5901
Alabama,Black,Male,2007,Alabama_2007_1_1,0,19,0,-2.335281090464357,-86.7509,32.5901
Alabama,Black,Male,2008,Alabama_2008_1_1,5,16,0.3125,-1.5798212225461912,-86.7509,32.5901
Alabama,Black,Male,2009,Alabama_2009_1_1,1,13,0.07692307692307693,-0.7002369357682084,-86.7509,32.5901
Alabama,Black,Male,2010,Alabama_2010_1_1,7,17,0.4117647058823529,0.2170322581755553,-86.7509,32.5901
Alabama,Black,Male,2011,Alabama_2011_1_1,21,22,0.9545454545454546,1.1089324829706215,-86.7509,32.5901
Alabama,Black,Male,2012,Alabama_2012_1_1,18,18,1,1.9330723128735035,-86.7509,32.5901
Alabama,Black,Male,2013,Alabama_2013_1_1,13,13,1,2.656912998293021,-86.7509,32.5901
Alabama,Black,Male,2014,Alabama_2014_1_1,17,17,1,3.248474438491738,-86.7509,32.5901
Alabama,Black,Male,2015,Alabama_2015_1_1,11,11,1,3.6750214326126187,-86.7509,32.5901
Alabama,Black,Male,2016,Alabama_2016_1_1,21,21,1,3.909969887083803,-86.7509,32.5901
Alabama,Black,Male,2017,Alabama_2017_1_1,12,12,1,3.943121317201937,-86.7509,32.5901
Alabama,Black,Male,2018,Alabama_2018_1_1,11,11,1,3.7878571328520487,-86.7509,32.5901
Alabama,Black,Male,2019,Alabama_2019_1_1,14,14,1,3.4808698943784036,-86.7509,32.5901
Alabama,Black,Male,2020,Alabama_2020_1_1,19,19,1,3.0735634488520343,-86.7509,32.5901
Alabama,Black,Male,2021,Alabama_2021_1_1,11,11,1,2.6177740395122635,-86.7509,32.5901
Alabama,Black,Male,2022,Alabama_2022_1_1,11,11,1,2.151131237970323,-86.7509,32.5901
Alabama,Black,Male,2023,Alabama_2023_1_1,16,17,0.9411764705882353,1.688452034910772,-86.7509,32.5901
Alabama,Black,Male,2024,Alabama_2024_1_1,7,8,0.875,1.2239822209206663,-86.7509,32.5901
Alabama,Other,Female,2000,Alabama_2000_0_2,1,15,0.06666666666666667,-1.5326390981513687,-86.7509,32.5901
Alabama,Other,Female,2001,Alabama_2001_0_2,1,19,0.052631578947368425,-1.5759950559668499,-86.7509,32.5901
Alabama,Other,Female,2002,Alabama_2002_0_2,1,15,0.06666666666666668,-1.5104141686395958,-86.7509,32.5901
Alabama,Other,Female,2003,Alabama_2003_0_2,1,14,0.07142857142857145,-1.343434339111345,-86.7509,32.5901
Alabama,Other,Female,2004,Alabama_2004_0_2,1,15,0.06666666666666668,-1.0974244400541378,-86.7509,32.5901
Alabama,Other,Female,2005,Alabama_2005_0_2,4,12,0.33333333333333337,-0.8065040635585703,-86.7509,32.5901
Alabama,Other,Female,2006,Alabama_2006_0_2,3,17,0.1764705882352941,-0.5077177057484835,-86.7509,32.5901
Alabama,Other,Female,2007,Alabama_2007_0_2,4,11,0.36363636363636365,-0.22899506450467746,-86.7509,32.5901
Alabama,Other,Female,2008,Alabama_2008_0_2,4,12,0.33333333333333337,0.020009628909575118,-86.7509,32.5901
Alabama,Other,Female,2009,Alabama_2009_0_2,5,11,0.45454545454545453,0.2476977842521235,-86.7509,32.5901
Alabama,Other,Female,2010,Alabama_2010_0_2,14,18,0.7777777777777778,0.4688504044843121,-86.7509,32.5901
Alabama,Other,Female,2011,Alabama_2011_0_2,9,11,0.8181818181818182,0.6868051448770421,-86.7509,32.5901
Alabama,Other,Female,2012,Alabama_2012_0_2,19,24,0.7916666666666666,0.8802475553504355,-86.7509,32.5901
Alabama,Other,Female,2013,Alabama_2013_0_2,19,19,1,1.0043355103824727,-86.7509,32.5901
Alabama,Other,Female,2014,Alabama_2014_0_2,10,13,0.7692307692307693,1.0080165326381423,-86.7509,32.5901
Alabama,Other,Female,2015,Alabama_2015_0_2,10,12,0.8333333333333334,0.8594227078431896,-86.7509,32.5901
Alabama,Other,Female,2016,Alabama_2016_0_2,10,17,0.588235294117647,0.5657200105243618,-86.7509,32.5901
Alabama,Other,Female,2017,Alabama_2017_0_2,3,10,0.3,0.17644698111892607,-86.7509,32.5901
Alabama,Other,Female,2018,Alabama_2018_0_2,4,8,0.5,-0.23159076551124066,-86.7509,32.5901
Alabama,Other,Female,2019,Alabama_2019_0_2,4,16,0.25,-0.5802330587095217,-86.7509,32.5901
Alabama,Other,Female,2020,Alabama_2020_0_2,3,12,0.25,-0.8145714154484658,-86.7509,32.5901
Alabama,Other,Female,2021,Alabama_2021_0_2,1,6,0.16666666666666669,-0.9165150252503547,-86.7509,32.5901
Alabama,Other,Female,2022,Alabama_2022_0_2,2,18,0.11111111111111109,-0.9041379508961964,-86.7509,32.5901
Alabama,Other,Female,2023,Alabama_2023_0_2,3,8,0.375,-0.819920216015388,-86.7509,32.5901
Alabama,Other,Female,2024,Alabama_2024_0_2,8,22,0.36363636363636365,-0.7140697643906654,-86.7509,32.5901
Alabama,Other,Male,2000,Alabama_2000_1_2,12,13,0.9230769230769231,1.1524655020307046,-86.7509,32.5901
Alabama,Other,Male,2001,Alabama_2001_1_2,13,13,1,1.2855431624294262,-86.7509,32.5901
Alabama,Other,Male,2002,Alabama_2002_1_2,16,16,1,1.4156427622829684,-86.7509,32.5901
Alabama,Other,Male,2003,Alabama_2003_1_2,16,18,0.8888888888888888,1.5249387510156924,-86.7509,32.5901
Alabama,Other,Male,2004,Alabama_2004_1_2,8,10,0.8,1.5951523608956093,-86.7509,32.5901
Alabama,Other,Male,2005,Alabama_2005_1_2,12,13,0.9230769230769231,1.608697238708161,-86.7509,32.5901
Alabama,Other,Male,2006,Alabama_2006_1_2,13,13,1,1.5513108153033013,-86.7509,32.5901
Alabama,Other,Male,2007,Alabama_2007_1_2,20,23,0.8695652173913043,1.4153972856438264,-86.7509,32.5901
Alabama,Other,Male,2008,Alabama_2008_1_2,7,9,0.7777777777777778,1.2023635234451664,-86.7509,32.5901
Alabama,Other,Male,2009,Alabama_2009_1_2,8,11,0.7272727272727273,0.9225419377651337,-86.7509,32.5901
Alabama,Other,Male,2010,Alabama_2010_1_2,6,9,0.6666666666666666,0.5928327936238921,-86.7509,32.5901
Alabama,Other,Male,2011,Alabama_2011_1_2,3,8,0.375,0.23370894158657665,-86.7509,32.5901
Alabama,Other,Male,2012,Alabama_2012_1_2,10,15,0.6666666666666666,-0.13276573351433077,-86.7509,32.5901
Alabama,Other,Male,2013,Alabama_2013_1_2,2,10,0.20000000000000004,-0.4836325715877326,-86.7509,32.5901
Alabama,Other,Male,2014,Alabama_2014_1_2,2,15,0.13333333333333336,-0.7954675250199031,-86.7509,32.5901
Alabama,Other,Male,2015,Alabama_2015_1_2,0,11,0,-1.045408729285714,-86.7509,32.5901
Alabama,Other,Male,2016,Alabama_2016_1_2,0,11,0,-1.212640177716669,-86.7509,32.5901
Alabama,Other,Male,2017,Alabama_2017_1_2,0,13,0,-1.2799597634270332,-86.7509,32.5901
Alabama,Other,Male,2018,Alabama_2018_1_2,2,11,0.1818181818181818,-1.2360593837706368,-86.7509,32.5901
Alabama,Other,Male,2019,Alabama_2019_1_2,0,12,0,-1.079645714161349,-86.7509,32.5901
Alabama,Other,Male,2020,Alabama_2020_1_2,2,11,0.1818181818181818,-0.8246781179235086,-86.7509,32.5901
Alabama,Other,Male,2021,Alabama_2021_1_2,6,15,0.4,-0.50274437324279,-86.7509,32.5901
Alabama,Other,Male,2022,Alabama_2022_1_2,3,9,0.33333333333333337,-0.1575957411839461,-86.7509,32.5901
Alabama,Other,Male,2023,Alabama_2023_1_2,7,10,0.7,0.16916711366302686,-86.7509,32.5901
Alabama,Other,Male,2024,Alabama_2024_1_2,9,13,0.6923076923076923,0.45522400386020423,-86.7509,32.5901
Alabama,White,Female,2000,Alabama_2000_0_0,32,34,0.9411764705882353,1.7424170095823825,-86.7509,32.5901
Alabama,White,Female,2001,Alabama_2001_0_0,33,36,0.9166666666666666,1.6697995121104567,-86.7509,32.5901
Alabama,White,Female,2002,Alabama_2002_0_0,27,27,1,1.4576362931003906,-86.7509,32.5901
Alabama,White,Female,2003,Alabama_2003_0_0,42,48,0.875,1.142194567095389,-86.7509,32.5901
Alabama,White,Female,2004,Alabama_2004_0_0,14,23,0.6086956521739131,0.7654281374024581,-86.7509,32.5901
Alabama,White,Female,2005,Alabama_2005_0_0,15,23,0.6521739130434783,0.36106578008506796,-86.7509,32.5901
Alabama,White,Female,2006,Alabama_2006_0_0,12,32,0.375,-0.04725530663212167,-86.7509,32.5901
Alabama,White,Female,2007,Alabama_2007_0_0,14,32,0.4375,-0.4367934210428553,-86.7509,32.5901
Alabama,White,Female,2008,Alabama_2008_0_0,6,31,0.19354838709677416,-0.7748067481868425,-86.7509,32.5901
Alabama,White,Female,2009,Alabama_2009_0_0,4,34,0.1176470588235294,-1.0167148010558225,-86.7509,32.5901
Alabama,White,Female,2010,Alabama_2010_0_0,6,38,0.15789473684210523,-1.1175811438395018,-86.7509,32.5901
Alabama,White,Female,2011,Alabama_2011_0_0,3,34,0.08823529411764705,-1.051383017461212,-86.7509,32.5901
Alabama,White,Female,2012,Alabama_2012_0_0,6,31,0.19354838709677416,-0.8261599535387749,-86.7509,32.5901
Alabama,White,Female,2013,Alabama_2013_0_0,9,32,0.28125,-0.4846525457802651,-86.7509,32.5901
Alabama,White,Female,2014,Alabama_2014_0_0,15,33,0.45454545454545453,-0.0887292855039173,-86.7509,32.5901
Alabama,White,Female,2015,Alabama_2015_0_0,18,30,0.6,0.30389969042578924,-86.7509,32.5901
Alabama,White,Female,2016,Alabama_2016_0_0,17,29,0.5862068965517241,0.6573463469286686,-86.7509,32.5901
Alabama,White,Female,2017,Alabama_2017_0_0,29,34,0.8529411764705882,0.9601138771647203,-86.7509,32.5901
Alabama,White,Female,2018,Alabama_2018_0_0,41,46,0.8913043478260869,1.2130086417230728,-86.7509,32.5901
Alabama,White,Female,2019,Alabama_2019_0_0,29,35,0.8285714285714285,1.411951858304034,-86.7509,32.5901
Alabama,White,Female,2020,Alabama_2020_0_0,31,31,1,1.5376846561769077,-86.7509,32.5901
Alabama,White,Female,2021,Alabama_2021_0_0,33,35,0.9428571428571428,1.5591186976828122,-86.7509,32.5901
Alabama,White,Female,2022,Alabama_2022_0_0,37,40,0.925,1.4482146265743432,-86.7509,32.5901
Alabama,White,Female,2023,Alabama_2023_0_0,29,31,0.9354838709677419,1.1975044367867054,-86.7509,32.5901
Alabama,White,Female,2024,Alabama_2024_0_0,27,30,0.9,0.8302158759696724,-86.7509,32.5901
Alabama,White,Male,2000,Alabama_2000_1_0,14,28,0.5,-0.25691551917062727,-86.7509,32.5901
Alabama,White,Male,2001,Alabama_2001_1_0,16,31,0.5161290322580645,0.013813850431424067,-86.7509,32.5901
Alabama,White,Male,2002,Alabama_2002_1_0,9,23,0.391304347826087,0.03603364910514216,-86.7509,32.5901
Alabama,White,Male,2003,Alabama_2003_1_0,13,26,0.5,-0.21640570156068883,-86.7509,32.5901
Alabama,White,Male,2004,Alabama_2004_1_0,6,30,0.20000000000000004,-0.719113016708877,-86.7509,32.5901
Alabama,White,Male,2005,Alabama_2005_1_0,3,28,0.10714285714285715,-1.4046975656314955,-86.7509,32.5901
Alabama,White,Male,2006,Alabama_2006_1_0,0,36,0,-2.178431941281254,-86.7509,32.5901
Alabama,White,Male,2007,Alabama_2007_1_0,0,28,0,-2.936937635394111,-86.7509,32.5901
Alabama,White,Male,2008,Alabama_2008_1_0,0,22,0,-3.5857666726144557,-86.7509,32.5901
Alabama,White,Male,2009,Alabama_2009_1_0,0,28,0,-4.053269433331931,-86.7509,32.5901
Alabama,White,Male,2010,Alabama_2010_1_0,0,31,0,-4.29913436815745,-86.7509,32.5901
Alabama,White,Male,2011,Alabama_2011_1_0,0,33,0,-4.316492410119655,-86.7509,32.5901
Alabama,White,Male,2012,Alabama_2012_1_0,0,27,0,-4.1272585657691545,-86.7509,32.5901
Alabama,White,Male,2013,Alabama_2013_1_0,0,28,0,-3.7719444272453093,-86.7509,32.5901
Alabama,White,Male,2014,Alabama_2014_1_0,0,34,0,-3.2971042828155555,-86.7509,32.5901
Alabama,White,Male,2015,Alabama_2015_1_0,0,30,0,-2.7447122139812428,-86.7509,32.5901
Alabama,White,Male,2016,Alabama_2016_1_0,0,32,0,-2.1471401585265606,-86.7509,32.5901
Alabama,White,Male,2017,Alabama_2017_1_0,0,35,0,-1.5289844874525562,-86.7509,32.5901
Alabama,White,Male,2018,Alabama_2018_1_0,4,28,0.1428571428571429,-0.9138227819575933,-86.7509,32.5901
Alabama,White,Male,2019,Alabama_2019_1_0,9,31,0.2903225806451613,-0.33154547428877607,-86.7509,32.5901
Alabama,White,Male,2020,Alabama_2020_1_0,19,34,0.5588235294117647,0.17860779050494452,-86.7509,32.5901
Alabama,White,Male,2021,Alabama_2021_1_0,16,27,0.5925925925925926,0.5723264673054712,-86.7509,32.5901
Alabama,White,Male,2022,Alabama_2022_1_0,21,33,0.6363636363636364,0.8111658103577488,-86.7509,32.5901
Alabama,White,Male,2023,Alabama_2023_1_0,27,28,0.9642857142857143,0.8756300409316299,-86.7509,32.5901
Alabama,White,Male,2024,Alabama_2024_1_0,22,27,0.8148148148148148,0.7739823508291067,-86.7509,32.5901
Alaska,Black,Female,2000,Alaska_2000_0_1,1,1,1,2.643557927483047,-127.25,49.25
Alaska,Black,Female,2002,Alaska_2002_0_1,1,1,1,2.4057486304143185,-127.25,49.25
Alaska,Black,Female,2004,Alaska_2004_0_1,1,1,1,1.2778451341626373,-127.25,49.25
Alaska,Black,Female,2008,Alaska_2008_0_1,0,1,0,-0.41192353089565836,-127.25,49.25
Alaska,Black,Female,2009,Alaska_2009_0_1,2,3,0.6666666666666666,-0.36409277911964666,-127.25,49.25
Alaska,Black,Female,2013,Alaska_2013_0_1,0,1,0,0.8742267134639057,-127.25,49.25
Alaska,Black,Female,2015,Alaska_2015_0_1,1,1,1,1.4637041762827379,-127.25,49.25
Alaska,Black,Female,2017,Alaska_2017_0_1,2,2,1,1.9099719740778043,-127.25,49.25
Alaska,Black,Female,2020,Alaska_2020_0_1,2,2,1,2.128708173912731,-127.25,49.25
Alaska,Black,Female,2022,Alaska_2022_0_1,1,1,1,1.7485066329143888,-127.25,49.25
Alaska,Black,Male,2001,Alaska_2001_1_1,4,4,1,2.181476157736471,-127.25,49.25
Alaska,Black,Male,2002,Alaska_2002_1_1,1,1,1,1.695794450606113,-127.25,49.25
Alaska,Black,Male,2003,Alaska_2003_1_1,1,1,1,1.275218073270004,-127.25,49.25
Alaska,Black,Male,2004,Alaska_2004_1_1,2,2,1,0.9504713818611337,-127.25,49.25
Alaska,Black,Male,2005,Alaska_2005_1_1,3,4,0.75,0.7319722977441084,-127.25,49.25
Alaska,Black,Male,2007,Alaska_2007_1_1,2,2,1,0.565739408642987,-127.25,49.25
Alaska,Black,Male,2008,Alaska_2008_1_1,1,2,0.5,0.5671562148632191,-127.25,49.25
Alaska,Black,Male,2009,Alaska_2009_1_1,1,1,1,0.5908885698604524,-127.25,49.25
Alaska,Black,Male,2012,Alaska_2012_1_1,1,1,1,0.7184722926998858,-127.25,49.25
Alaska,Black,Male,2015,Alaska_2015_1_1,0,1,0,0.9233368045815312,-127.25,49.25
Alaska,Black,Male,2016,Alaska_2016_1_1,3,3,1,0.9405634355410284,-127.25,49.25
Alaska,Black,Male,2017,Alaska_2017_1_1,0,1,0,0.8957638089454671,-127.25,49.25
Alaska,Black,Male,2018,Alaska_2018_1_1,3,3,1,0.7837005980851003,-127.25,49.25
Alaska,Black,Male,2020,Alaska_2020_1_1,1,2,0.5,0.40792998956315973,-127.25,49.25
Alaska,Black,Male,2022,Alaska_2022_1_1,0,1,0,-0.03057387149739733,-127.25,49.25
Alaska,Black,Male,2024,Alaska_2024_1_1,0,1,0,-0.41111383080764585,-127.25,49.25
Alaska,Other,Female,2000,Alaska_2000_0_2,1,1,1,-0.19547808609757888,-127.25,49.25
Alaska,Other,Female,2002,Alaska_2002_0_2,0,1,0,-0.8212111186574892,-127.25,49.25
Alaska,Other,Female,2003,Alaska_2003_0_2,0,1,0,-1.187932067422933,-127.25,49.25
Alaska,Other,Female,2005,Alaska_2005_0_2,0,1,0,-1.9132675716060432,-127.25,49.25
Alaska,Other,Female,2006,Alaska_2006_0_2,0,2,0,-2.2210515808368583,-127.25,49.25
Alaska,Other,Female,2007,Alaska_2007_0_2,0,1,0,-2.4534733802247177,-127.25,49.25
Alaska,Other,Female,2008,Alaska_2008_0_2,0,1,0,-2.581691409107461,-127.25,49.25
Alaska,Other,Female,2009,Alaska_2009_0_2,0,2,0,-2.5845401437377187,-127.25,49.25
Alaska,Other,Female,2014,Alaska_2014_0_2,0,1,0,-0.9774168888982547,-127.25,49.25
Alaska,Other,Female,2015,Alaska_2015_0_2,1,1,1,-0.5239024237378758,-127.25,49.25
Alaska,Other,Female,2016,Alaska_2016_0_2,1,1,1,-0.09532047410597472,-127.25,49.25
Alaska,Other,Female,2017,Alaska_2017_0_2,1,1,1,0.28703778835402444,-127.25,49.25
Alaska,Other,Female,2018,Alaska_2018_0_2,2,2,1,0.6044545417764436,-127.25,49.25
Alaska,Other,Female,2019,Alaska_2019_0_2,2,3,0.6666666666666666,0.8386789715317917,-127.25,49.25
Alaska,Other,Female,2022,Alaska_2022_0_2,1,1,1,0.9011322985680604,-127.25,49.25
Alaska,Other,Male,2000,Alaska_2000_1_2,0,2,0,-0.5839204812186215,-127.25,49.25
Alaska,Other,Male,2001,Alaska_2001_1_2,0,1,0,-1.1415046976895733,-127.25,49.25
Alaska,Other,Male,2005,Alaska_2005_1_2,0,3,0,-1.921518791069639,-127.25,49.25
Alaska,Other,Male,2006,Alaska_2006_1_2,0,2,0,-1.900270816318764,-127.25,49.25
Alaska,Other,Male,2007,Alaska_2007_1_2,0,1,0,-1.8586138029737884,-127.25,49.25
Alaska,Other,Male,2009,Alaska_2009_1_2,0,2,0,-1.6677001098883106,-127.25,49.25
Alaska,Other,Male,2010,Alaska_2010_1_2,0,1,0,-1.461306959272996,-127.25,49.25
Alaska,Other,Male,2012,Alaska_2012_1_2,1,1,1,-0.7722177812713986,-127.25,49.25
Alaska,Other,Male,2013,Alaska_2013_1_2,0,1,0,-0.3466349388516041,-127.25,49.25
Alaska,Other,Male,2015,Alaska_2015_1_2,2,2,1,0.3921785829461458,-127.25,49.25
Alaska,Other,Male,2016,Alaska_2016_1_2,1,1,1,0.6041527154177091,-127.25,49.25
Alaska,Other,Male,2018,Alaska_2018_1_2,0,1,0,0.6020757407561906,-127.25,49.25
Alaska,Other,Male,2019,Alaska_2019_1_2,2,2,1,0.4024497142852085,-127.25,49.25
Alaska,Other,Male,2020,Alaska_2020_1_2,0,1,0,0.1032767546990574,-127.25,49.25
Alaska,Other,Male,2021,Alaska_2021_1_2,0,2,0,-0.259025618424933,-127.25,49.25
Alaska,Other,Male,2022,Alaska_2022_1_2,1,1,1,-0.641677180088492,-127.25,49.25
Alaska,Other,Male,2023,Alaska_2023_1_2,0,1,0,-0.9983197583854436,-127.25,49.25
Alaska,Other,Male,2024,Alaska_2024_1_2,0,2,0,-1.2830195311287,-127.25,49.25
Alaska,White,Female,2000,Alaska_2000_0_0,3,5,0.6,0.10410178446004456,-127.25,49.25
Alaska,White,Female,2001,Alaska_2001_0_0,1,2,0.5,0.35047928588989363,-127.25,49.25
Alaska,White,Female,2002,Alaska_2002_0_0,3,4,0.75,0.4425259396426629,-127.25,49.25
Alaska,White,Female,2003,Alaska_2003_0_0,2,4,0.5,0.38240316247675904,-127.25,49.25
Alaska,White,Female,2004,Alaska_2004_0_0,1,2,0.5,0.22256665211016144,-127.25,49.25
Alaska,White,Female,2005,Alaska_2005_0_0,2,4,0.5,0.04561652856171786,-127.25,49.25
Alaska,White,Female,2006,Alaska_2006_0_0,1,3,0.33333333333333337,-0.06610639817976528,-127.25,49.25
Alaska,White,Female,2007,Alaska_2007_0_0,2,5,0.4,-0.05746326315315855,-127.25,49.25
Alaska,White,Female,2008,Alaska_2008_0_0,3,3,1,0.08599971963293716,-127.25,49.25
Alaska,White,Female,2009,Alaska_2009_0_0,0,1,0,0.33994347024052385,-127.25,49.25
Alaska,White,Female,2010,Alaska_2010_0_0,7,8,0.875,0.653635149082896,-127.25,49.25
Alaska,White,Female,2011,Alaska_2011_0_0,4,4,1,0.9658459715559261,-127.25,49.25
Alaska,White,Female,2012,Alaska_2012_0_0,1,1,1,1.2191194349120857,-127.25,49.25
Alaska,White,Female,2013,Alaska_2013_0_0,2,2,1,1.3702848009638111,-127.25,49.25
Alaska,White,Female,2014,Alaska_2014_0_0,1,1,1,1.3968120974600808,-127.25,49.25
Alaska,White,Female,2015,Alaska_2015_0_0,3,3,1,1.2988562001806867,-127.25,49.25
Alaska,White,Female,2016,Alaska_2016_0_0,4,5,0.8,1.0967278890981895,-127.25,49.25
Alaska,White,Female,2017,Alaska_2017_0_0,2,2,1,0.8240742158563816,-127.25,49.25
Alaska,White,Female,2018,Alaska_2018_0_0,3,5,0.6,0.5182335303673988,-127.25,49.25
Alaska,White,Female,2019,Alaska_2019_0_0,0,2,0,0.21032009058693613,-127.25,49.25
Alaska,White,Female,2020,Alaska_2020_0_0,1,4,0.25,-0.08207132274757119,-127.25,49.25
Alaska,White,Female,2021,Alaska_2021_0_0,0,4,0,-0.35704572198188744,-127.25,49.25
Alaska,White,Female,2022,Alaska_2022_0_0,0,2,0,-0.624123585870247,-127.25,49.25
Alaska,White,Female,2023,Alaska_2023_0_0,1,3,0.33333333333333337,-0.8938657801989885,-127.25,49.25
Alaska,White,Female,2024,Alaska_2024_0_0,2,7,0.28571428571428575,-1.1641859398655985,-127.25,49.25
Alaska,White,Male,2000,Alaska_2000_1_0,4,7,0.5714285714285714,-0.8377707902224609,-127.25,49.25
Alaska,White,Male,2001,Alaska_2001_1_0,0,3,0,-1.1681397250989536,-127.25,49.25
Alaska,White,Male,2002,Alaska_2002_1_0,0,4,0,-1.4787020638005586,-127.25,49.25
Alaska,White,Male,2003,Alaska_2003_1_0,0,6,0,-1.7038407635548287,-127.25,49.25
Alaska,White,Male,2004,Alaska_2004_1_0,1,9,0.11111111111111108,-1.7948972179778164,-127.25,49.25
Alaska,White,Male,2005,Alaska_2005_1_0,0,6,0,-1.7382051920816688,-127.25,49.25
Alaska,White,Male,2006,Alaska_2006_1_0,0,3,0,-1.557510295798154,-127.25,49.25
Alaska,White,Male,2007,Alaska_2007_1_0,1,3,0.33333333333333337,-1.2999527367747175,-127.25,49.25
Alaska,White,Male,2008,Alaska_2008_1_0,0,4,0,-1.0138555424626727,-127.25,49.25
Alaska,White,Male,2009,Alaska_2009_1_0,0,5,0,-0.7307948540399909,-127.25,49.25
Alaska,White,Male,2010,Alaska_2010_1_0,1,3,0.33333333333333337,-0.4613597547724582,-127.25,49.25
Alaska,White,Male,2011,Alaska_2011_1_0,3,6,0.5,-0.20523576009725292,-127.25,49.25
Alaska,White,Male,2012,Alaska_2012_1_0,1,7,0.14285714285714288,0.03277655671316739,-127.25,49.25
Alaska,White,Male,2013,Alaska_2013_1_0,2,5,0.39999999999999997,0.23274819987013057,-127.25,49.25
Alaska,White,Male,2014,Alaska_2014_1_0,2,4,0.5,0.36282888252598844,-127.25,49.25
Alaska,White,Male,2015,Alaska_2015_1_0,3,5,0.6,0.3932202558513195,-127.25,49.25
Alaska,White,Male,2016,Alaska_2016_1_0,3,5,0.6,0.3108429892119684,-127.25,49.25
Alaska,White,Male,2017,Alaska_2017_1_0,4,7,0.5714285714285714,0.12479592852255435,-127.25,49.25
Alaska,White,Male,2018,Alaska_2018_1_0,0,2,0,-0.1398415690445382,-127.25,49.25
Alaska,White,Male,2019,Alaska_2019_1_0,1,3,0.33333333333333337,-0.4538500087550987,-127.25,49.25
Alaska,White,Male,2020,Alaska_2020_1_0,0,4,0,-0.792571150643714,-127.25,49.25
Alaska,White,Male,2021,Alaska_2021_1_0,0,2,0,-1.1369380719257185,-127.25,49.25
Alaska,White,Male,2022,Alaska_2022_1_0,0,1,0,-1.46919929921355,-127.25,49.25
Alaska,White,Male,2023,Alaska_2023_1_0,0,3,0,-1.7692260308897356,-127.25,49.25
