state,race,gender,education,year,group_id,Y,n,Y_bar,latent_group_pref,lon,lat
Alabama,Black,Female,Postgrad,2002,Alabama_2002_0_1_3,2,2,1,0.7782593930557925,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2003,Alabama_2003_0_1_3,2,2,1,0.7193504774842568,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2004,Alabama_2004_0_1_3,2,2,1,0.6520898942370716,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2005,Alabama_2005_0_1_3,3,3,1,0.6062097761209138,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2006,Alabama_2006_0_1_3,2,2,1,0.595120026410806,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2007,Alabama_2007_0_1_3,1,1,1,0.611618906427837,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2008,Alabama_2008_0_1_3,0,1,0,0.6305423984811954,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2009,Alabama_2009_0_1_3,0,1,0,0.6177332044605364,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2010,Alabama_2010_0_1_3,2,2,1,0.5424681902045893,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2011,Alabama_2011_0_1_3,1,1,1,0.38899915652911415,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2015,Alabama_2015_0_1_3,0,1,0,-0.6531055276144233,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2016,Alabama_2016_0_1_3,1,3,0.33333333333333337,-0.8638374122236244,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2017,Alabama_2017_0_1_3,1,2,0.5,-1.0213142472548902,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2018,Alabama_2018_0_1_3,0,1,0,-1.1366537447477525,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2019,Alabama_2019_0_1_3,0,1,0,-1.2302544623716334,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2020,Alabama_2020_0_1_3,0,1,0,-1.3237692991117078,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2021,Alabama_2021_0_1_3,0,1,0,-1.434997266678825,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2022,Alabama_2022_0_1_3,0,2,0,-1.576863786859242,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2023,Alabama_2023_0_1_3,0,1,0,-1.758461411990465,-86.7509,32.5901
Alabama,Black,Female,Postgrad,2024,Alabama_2024_0_1_3,0,2,0,-1.9848373202177272,-86.7509,32.5901
Alabama,Black,Female,Some College,2001,Alabama_2001_0_1_1,2,2,1,1.2761406703322962,-86.7509,32.5901
Alabama,Black,Female,Some College,2002,Alabama_2002_0_1_1,6,6,1,1.3256350544254776,-86.7509,32.5901
Alabama,Black,Female,Some College,2003,Alabama_2003_0_1_1,2,2,1,1.34589845718228,-86.7509,32.5901
Alabama,Black,Female,Some College,2004,Alabama_2004_0_1_1,1,1,1,1.3633030568644444,-86.7509,32.5901
Alabama,Black,Female,Some College,2005,Alabama_2005_0_1_1,2,2,1,1.3884894087150716,-86.7509,32.5901
Alabama,Black,Female,Some College,2006,Alabama_2006_0_1_1,5,6,0.8333333333333334,1.4156300651007092,-86.7509,32.5901
Alabama,Black,Female,Some College,2007,Alabama_2007_0_1_1,4,4,1,1.427987118627241,-86.7509,32.5901
Alabama,Black,Female,Some College,2008,Alabama_2008_0_1_1,3,3,1,1.4063369537172912,-86.7509,32.5901
Alabama,Black,Female,Some College,2009,Alabama_2009_0_1_1,5,6,0.8333333333333334,1.3365566990556057,-86.7509,32.5901
Alabama,Black,Female,Some College,2010,Alabama_2010_0_1_1,6,6,1,1.2140569645702637,-86.7509,32.5901
Alabama,Black,Female,Some College,2011,Alabama_2011_0_1_1,6,7,0.8571428571428571,1.044599498277596,-86.7509,32.5901
Alabama,Black,Female,Some College,2012,Alabama_2012_0_1_1,4,6,0.6666666666666666,0.8423169902155083,-86.7509,32.5901
Alabama,Black,Female,Some College,2013,Alabama_2013_0_1_1,5,5,1,0.6259526825200836,-86.7509,32.5901
Alabama,Black,Female,Some College,2014,Alabama_2014_0_1_1,2,2,1,0.4139902796263624,-86.7509,32.5901
Alabama,Black,Female,Some College,2015,Alabama_2015_0_1_1,5,7,0.7142857142857143,0.21927075407085775,-86.7509,32.5901
Alabama,Black,Female,Some College,2016,Alabama_2016_0_1_1,3,5,0.6,0.04438620912806828,-86.7509,32.5901
Alabama,Black,Female,Some College,2017,Alabama_2017_0_1_1,0,2,0,-0.12011286687916234,-86.7509,32.5901
Alabama,Black,Female,Some College,2018,Alabama_2018_0_1_1,1,5,0.2,-0.29306864462516374,-86.7509,32.5901
Alabama,Black,Female,Some College,2019,Alabama_2019_0_1_1,1,3,0.33333333333333337,-0.496005140589698,-86.7509,32.5901
Alabama,Black,Female,Some College,2020,Alabama_2020_0_1_1,1,8,0.125,-0.7451447409183518,-86.7509,32.5901
Alabama,Black,Female,Some College,2021,Alabama_2021_0_1_1,2,3,0.6666666666666666,-1.0458839266599946,-86.7509,32.5901
Alabama,Black,Female,Some College,2022,Alabama_2022_0_1_1,0,4,0,-1.3920244062645228,-86.7509,32.5901
Alabama,Black,Female,Some College,2023,Alabama_2023_0_1_1,1,5,0.2,-1.769229880212413,-86.7509,32.5901
Alabama,Black,Female,Some College,2024,Alabama_2024_0_1_1,0,10,0,-2.159879841494626,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2000,Alabama_2000_1_1_2,2,2,1,-0.12840934795739745,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2001,Alabama_2001_1_1_2,1,5,0.2,-0.38323937722282136,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2003,Alabama_2003_1_1_2,1,5,0.2,-0.5759681670264953,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2004,Alabama_2004_1_1_2,1,2,0.5,-0.53240966536813,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2005,Alabama_2005_1_1_2,2,6,0.33333333333333337,-0.4374933314066723,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2006,Alabama_2006_1_1_2,3,5,0.6,-0.3260095172414812,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2007,Alabama_2007_1_1_2,3,3,1,-0.220011650980534,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2008,Alabama_2008_1_1_2,0,3,0,-0.12203183812992688,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2009,Alabama_2009_1_1_2,2,5,0.4,-0.01728654690890619,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2010,Alabama_2010_1_1_2,4,6,0.6666666666666666,0.11490691015491654,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2011,Alabama_2011_1_1_2,1,1,1,0.28437239886213456,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2012,Alabama_2012_1_1_2,2,3,0.6666666666666666,0.47536203851457137,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2013,Alabama_2013_1_1_2,2,2,1,0.6416816773288587,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2014,Alabama_2014_1_1_2,3,4,0.75,0.7157539399214197,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2015,Alabama_2015_1_1_2,1,2,0.5,0.6294254683217478,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2016,Alabama_2016_1_1_2,0,2,0,0.3386285295244599,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2017,Alabama_2017_1_1_2,2,2,1,-0.15826456314685783,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2018,Alabama_2018_1_1_2,1,4,0.25,-0.816306666166177,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2019,Alabama_2019_1_1_2,0,4,0,-1.556207940153613,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2020,Alabama_2020_1_1_2,0,2,0,-2.2882196718722776,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2021,Alabama_2021_1_1_2,0,3,0,-2.9379802655166554,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2022,Alabama_2022_1_1_2,0,2,0,-3.4638686773435072,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2023,Alabama_2023_1_1_2,0,8,0,-3.8592733084794,-86.7509,32.5901
Alabama,Black,Male,Bachelors,2024,Alabama_2024_1_1_2,0,2,0,-4.139937723374741,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2000,Alabama_2000_1_1_0,4,8,0.5,-0.3881113867516168,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2001,Alabama_2001_1_1_0,1,1,1,-0.5258486349870202,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2002,Alabama_2002_1_1_0,3,7,0.42857142857142855,-0.5334114585543421,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2003,Alabama_2003_1_1_0,2,6,0.33333333333333337,-0.4166052131285929,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2004,Alabama_2004_1_1_0,4,7,0.5714285714285714,-0.20421501539908105,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2005,Alabama_2005_1_1_0,1,2,0.5,0.06275933476591126,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2006,Alabama_2006_1_1_0,2,3,0.6666666666666666,0.3451369207651459,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2007,Alabama_2007_1_1_0,4,6,0.6666666666666666,0.617707995339018,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2008,Alabama_2008_1_1_0,5,7,0.7142857142857143,0.8749283921692661,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2009,Alabama_2009_1_1_0,9,9,1,1.1274264422446816,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2010,Alabama_2010_1_1_0,7,7,1,1.3897302021833255,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2011,Alabama_2011_1_1_0,4,5,0.8,1.6636078116134236,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2012,Alabama_2012_1_1_0,6,7,0.8571428571428571,1.9244439663743709,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2013,Alabama_2013_1_1_0,7,7,1,2.118002472774068,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2014,Alabama_2014_1_1_0,6,6,1,2.1710024860934416,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2015,Alabama_2015_1_1_0,6,6,1,2.0128251329122704,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2016,Alabama_2016_1_1_0,3,4,0.75,1.600420369749728,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2017,Alabama_2017_1_1_0,4,5,0.8,0.9366818285651796,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2018,Alabama_2018_1_1_0,0,1,0,0.07481745325023038,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2019,Alabama_2019_1_1_0,0,2,0,-0.8934393441435978,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2020,Alabama_2020_1_1_0,0,5,0,-1.8617161789214351,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2021,Alabama_2021_1_1_0,0,7,0,-2.7361922403779415,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2022,Alabama_2022_1_1_0,0,6,0,-3.456003424021415,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2023,Alabama_2023_1_1_0,0,8,0,-3.999664101703264,-86.7509,32.5901
Alabama,Black,Male,Hs or Less,2024,Alabama_2024_1_1_0,0,4,0,-4.376252319959301,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2000,Alabama_2000_1_1_3,0,1,0,-0.17797953730551638,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2002,Alabama_2002_1_1_3,1,2,0.5,-0.6419647559592753,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2003,Alabama_2003_1_1_3,1,2,0.5,-0.7233236327801825,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2004,Alabama_2004_1_1_3,0,1,0,-0.7259326949993777,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2005,Alabama_2005_1_1_3,1,4,0.25,-0.6855609855382129,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2007,Alabama_2007_1_1_3,0,1,0,-0.6028628482660179,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2008,Alabama_2008_1_1_3,0,4,0,-0.5838412151813428,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2009,Alabama_2009_1_1_3,1,1,1,-0.5634091101812143,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2010,Alabama_2010_1_1_3,0,1,0,-0.5170554228135212,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2011,Alabama_2011_1_1_3,1,2,0.5,-0.4287046447730003,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2013,Alabama_2013_1_1_3,1,2,0.5,-0.18307302522730795,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2015,Alabama_2015_1_1_3,0,1,0,-0.17291640133083053,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2018,Alabama_2018_1_1_3,0,2,0,-1.249512302309617,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2020,Alabama_2020_1_1_3,0,1,0,-2.3310183978497063,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2021,Alabama_2021_1_1_3,0,1,0,-2.790636487619942,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2022,Alabama_2022_1_1_3,0,3,0,-3.152440841453944,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2023,Alabama_2023_1_1_3,0,1,0,-3.4211487830846075,-86.7509,32.5901
Alabama,Black,Male,Postgrad,2024,Alabama_2024_1_1_3,0,1,0,-3.6170780262179583,-86.7509,32.5901
Alabama,Black,Male,Some College,2000,Alabama_2000_1_1_1,2,6,0.33333333333333337,-0.19494419617094536,-86.7509,32.5901
Alabama,Black,Male,Some College,2001,Alabama_2001_1_1_1,0,5,0,-0.3985125737845822,-86.7509,32.5901
Alabama,Black,Male,Some College,2002,Alabama_2002_1_1_1,4,9,0.4444444444444444,-0.4871987651578952,-86.7509,32.5901
Alabama,Black,Male,Some College,2003,Alabama_2003_1_1_1,0,4,0,-0.460947840992622,-86.7509,32.5901
Alabama,Black,Male,Some College,2004,Alabama_2004_1_1_1,1,2,0.5,-0.3430083764808659,-86.7509,32.5901
Alabama,Black,Male,Some College,2005,Alabama_2005_1_1_1,3,5,0.6,-0.169988324934567,-86.7509,32.5901
Alabama,Black,Male,Some College,2006,Alabama_2006_1_1_1,0,4,0,0.02195907600997129,-86.7509,32.5901
Alabama,Black,Male,Some College,2007,Alabama_2007_1_1_1,4,4,1,0.20964866225919176,-86.7509,32.5901
Alabama,Black,Male,Some College,2008,Alabama_2008_1_1_1,2,3,0.6666666666666666,0.3893017259374819,-86.7509,32.5901
Alabama,Black,Male,Some College,2009,Alabama_2009_1_1_1,3,6,0.5,0.5737619810731741,-86.7509,32.5901
Alabama,Black,Male,Some College,2010,Alabama_2010_1_1_1,2,3,0.6666666666666666,0.780472743498539,-86.7509,32.5901
Alabama,Black,Male,Some College,2011,Alabama_2011_1_1_1,4,5,0.8,1.0144445080159994,-86.7509,32.5901
Alabama,Black,Male,Some College,2012,Alabama_2012_1_1_1,3,3,1,1.2538332974449984,-86.7509,32.5901
Alabama,Black,Male,Some College,2013,Alabama_2013_1_1_1,3,3,1,1.445915169257345,-86.7509,32.5901
Alabama,Black,Male,Some College,2014,Alabama_2014_1_1_1,3,3,1,1.5172927028370682,-86.7509,32.5901
Alabama,Black,Male,Some College,2015,Alabama_2015_1_1_1,3,4,0.75,1.3957983991086516,-86.7509,32.5901
Alabama,Black,Male,Some College,2016,Alabama_2016_1_1_1,5,6,0.8333333333333334,1.0359991958091848,-86.7509,32.5901
Alabama,Black,Male,Some College,2017,Alabama_2017_1_1_1,2,2,1,0.4381156103970884,-86.7509,32.5901
Alabama,Black,Male,Some College,2019,Alabama_2019_1_1_1,0,8,0,-1.2326737321663657,-86.7509,32.5901
Alabama,Black,Male,Some College,2020,Alabama_2020_1_1_1,0,5,0,-2.1157767912236376,-86.7509,32.5901
Alabama,Black,Male,Some College,2021,Alabama_2021_1_1_1,0,7,0,-2.9092053677180996,-86.7509,32.5901
Alabama,Black,Male,Some College,2022,Alabama_2022_1_1_1,0,3,0,-3.558933078372274,-86.7509,32.5901
Alabama,Black,Male,Some College,2023,Alabama_2023_1_1_1,0,3,0,-4.049287866994308,-86.7509,32.5901
Alabama,Black,Male,Some College,2024,Alabama_2024_1_1_1,0,1,0,-4.392194944490587,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2000,Alabama_2000_0_2_2,1,2,0.5,-0.6649511325478845,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2001,Alabama_2001_0_2_2,0,3,0,-0.9028142237330558,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2002,Alabama_2002_0_2_2,1,1,1,-0.9705118858338256,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2003,Alabama_2003_0_2_2,1,1,1,-0.845444244502431,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2004,Alabama_2004_0_2_2,1,8,0.125,-0.5421093412525071,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2005,Alabama_2005_0_2_2,0,1,0,-0.10376928783470224,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2006,Alabama_2006_0_2_2,1,1,1,0.411334588038514,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2007,Alabama_2007_0_2_2,1,1,1,0.9437135392574112,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2008,Alabama_2008_0_2_2,7,7,1,1.4430158749718975,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2009,Alabama_2009_0_2_2,5,6,0.8333333333333334,1.87453597338458,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2010,Alabama_2010_0_2_2,2,3,0.6666666666666666,2.222493307653639,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2011,Alabama_2011_0_2_2,2,2,1,2.489927023172727,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2012,Alabama_2012_0_2_2,3,3,1,2.6940055165470715,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2013,Alabama_2013_0_2_2,6,6,1,2.856361457445952,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2014,Alabama_2014_0_2_2,6,6,1,2.991066557242819,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2015,Alabama_2015_0_2_2,2,3,0.6666666666666666,3.095743379434176,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2016,Alabama_2016_0_2_2,3,3,1,3.1510977911563223,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2017,Alabama_2017_0_2_2,3,3,1,3.1299609982303704,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2018,Alabama_2018_0_2_2,1,1,1,3.011333086788442,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2019,Alabama_2019_0_2_2,4,4,1,2.791870147043737,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2020,Alabama_2020_0_2_2,1,1,1,2.488992860741134,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2021,Alabama_2021_0_2_2,2,2,1,2.1348814252202004,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2022,Alabama_2022_0_2_2,3,3,1,1.7654453578501337,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2023,Alabama_2023_0_2_2,4,4,1,1.409952730945514,-86.7509,32.5901
Alabama,Other,Female,Bachelors,2024,Alabama_2024_0_2_2,4,6,0.6666666666666666,1.0851348792831437,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2000,Alabama_2000_0_2_0,0,4,0,-0.7292900076801743,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2001,Alabama_2001_0_2_0,1,7,0.14285714285714288,-1.0011311263397922,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2002,Alabama_2002_0_2_0,1,2,0.5,-1.1465955008935311,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2003,Alabama_2003_0_2_0,1,5,0.2,-1.1055329850692694,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2004,Alabama_2004_0_2_0,1,2,0.5,-0.8521007966482522,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2005,Alabama_2005_0_2_0,1,3,0.33333333333333337,-0.401812364947759,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2006,Alabama_2006_0_2_0,4,5,0.8,0.19315861464487968,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2007,Alabama_2007_0_2_0,0,3,0,0.8582628209625226,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2008,Alabama_2008_0_2_0,8,8,1,1.5156260688633936,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2009,Alabama_2009_0_2_0,7,7,1,2.102123794893906,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2010,Alabama_2010_0_2_0,7,7,1,2.581358743123866,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2011,Alabama_2011_0_2_0,2,2,1,2.946154291569672,-86.7509,32.5901
Alabama,Other,Female,Hs or Less,2012,Alabama_2012_0_2_0,5,5,1,3.210950424181681,-86.7509,32.5901
