,true_theta,est_mean,est_std,Type
196,0.73333335,-0.45093417,0.014075972,train
197,0.8913044,1.1332572,0.020158563,train
198,0.0,0.59394205,0.0346773,train
199,0.6666667,-0.42783362,0.034867298,train
200,0.7777778,0.9845973,0.039474312,train
201,0.67346936,-0.94759876,0.014701128,train
202,0.7446808,0.511001,0.016080722,train
203,0.0,0.3305194,0.026981467,train
204,0.2,1.5114257,0.032427087,train
205,0.27272728,-0.7703525,0.033693705,train
206,0.68421054,0.5093841,0.029924521,train
207,0.4935065,-1.3194667,0.015211713,train
208,0.67741936,0.014973602,0.014379378,train
209,0.0,0.25820494,0.028848525,train
210,0.0,1.4284083,0.03629453,train
211,0.5,-0.84439075,0.03557344,train
212,0.57894737,0.40764534,0.031441744,train
213,0.5263158,-1.4205856,0.016786097,train
214,0.50793654,-0.09970746,0.014837624,train
215,0.05263158,0.2664973,0.017546874,train
216,0.17391305,1.4423809,0.019124378,train
217,0.3857143,-0.83976054,0.020105228,train
218,0.47727272,0.44146034,0.016423857,train
219,0.38,-1.375477,0.010261075,train
220,0.5345345,-0.042853247,0.009186137,train
221,0.0,0.18277249,0.02567862,train
222,0.2,1.2940954,0.031348567,train
223,0.33333334,-0.96922547,0.033915713,train
224,0.30555555,0.21371333,0.02417904,train
225,0.28099173,-1.564174,0.0151850395,train
226,0.4,-0.31066102,0.011654857,train
227,0.0,0.31217462,0.019720633,train
228,0.0,1.4334863,0.019690052,train
229,0.26785713,-0.8378872,0.021936746,train
230,0.34666666,0.3527517,0.017450452,train
231,0.34461537,-1.4111524,0.011011988,train
232,0.32577905,-0.16360237,0.0092337215,train
233,0.875,0.6588223,0.031638358,train
234,0.6,1.8030659,0.051425032,train
235,0.46666667,-0.52829856,0.0248318,train
236,0.46666667,0.6651947,0.023795826,train
237,0.41353384,-1.1461943,0.012318449,train
238,0.33606556,0.095172815,0.011547193,train
239,0.9,0.8033351,0.019020976,train
240,0.6666667,1.9803398,0.03478456,train
241,0.48305085,-0.37068325,0.015160488,train
242,0.3125,0.8595824,0.015587367,train
243,0.36830837,-0.984701,0.009171813,train
244,0.29321662,0.2939985,0.008355434,train
245,0.875,0.7904481,0.030751172,train
246,0.42857143,1.9729304,0.04717638,train
247,0.5,-0.3676897,0.0218291,train
248,0.41304347,0.86848366,0.022355776,train
249,0.3448276,-1.0026737,0.011586975,train
250,0.37155962,0.2742132,0.010518379,train
251,0.92,0.90222186,0.018836334,train
252,0.5217391,2.1114287,0.035676163,train
253,0.6213592,-0.23024791,0.014438687,train
254,0.6160714,1.056176,0.016786097,train
255,0.44040403,-0.85810864,0.008560108,train
256,0.33122364,0.45387596,0.008441535,train
257,1.0,0.7517142,0.025218822,train
258,0.75,1.9500854,0.03927591,train
259,0.63461536,-0.3963093,0.018717885,train
260,0.46268657,0.8781105,0.019167298,train
261,0.39819005,-1.0751694,0.011514888,train
262,0.3207547,0.22534923,0.010059425,train
263,0.68,0.7941911,0.017691141,train
264,0.5714286,2.0178552,0.030356368,train
265,0.45070422,-0.3377247,0.014739087,train
266,0.4074074,0.9658577,0.015388586,train
267,0.35135135,-1.002461,0.009271613,train
268,0.34773663,0.33523783,0.008407721,train
269,0.9285714,0.8216223,0.028206766,train
270,0.7692308,2.0833657,0.04414957,train
271,0.65789473,-0.25503558,0.020192776,train
272,0.63829786,1.1157405,0.022814207,train
273,0.3915344,-0.9280333,0.012235453,train
274,0.3243243,0.4641268,0.011075481,train
275,0.7826087,0.95945257,0.017487455,train
276,0.8,2.2909443,0.028949372,train
277,0.64492756,-0.057418324,0.012507336,train
278,0.59090906,1.4082372,0.014701128,train
279,0.40082645,-0.68097264,0.008348876,train
280,0.396728,0.8047353,0.00832522,train
281,0.09090909,0.5661554,0.019744508,train
282,0.375,1.9481866,0.02395186,train
283,0.2125,-0.42982766,0.018992156,train
284,0.42857143,1.1070005,0.06281445,train
285,0.42857143,-0.9066178,0.012072289,train
286,0.53333336,0.6367566,0.011586975,train
287,0.14814815,0.88260424,0.014322118,train
288,0.22727273,2.3395011,0.019096859,train
289,0.27210885,-0.019043382,0.01339967,train
290,0.39506173,1.5928721,0.016024072,train
291,0.49056605,-0.5312049,0.008588221,train
292,0.59445846,1.0808879,0.009372689,train
293,1.0,0.8144982,0.063957855,train
294,0.6,-0.21477963,0.056012806,train
295,0.0,1.2126042,0.061469026,train
296,0.3,-0.8025019,0.023500703,train
297,0.5,0.6510162,0.023109088,train
298,0.5,1.1065704,0.042617124,train
299,0.5,2.539727,0.05563992,train
300,0.5,1.7991208,0.05239194,train
301,0.7741935,-0.3448469,0.014841315,train
302,0.6818182,1.2689415,0.020355435,train
303,0.6,1.0008105,0.040103234,train
304,0.5,2.4089298,0.049503174,train
305,0.5,0.06644772,0.036083512,train
306,0.6666667,1.6323403,0.048323404,train
307,0.775,-0.45093417,0.014075972,train
308,0.9230769,1.1332572,0.020158563,train
309,0.16666667,0.59394205,0.034677617,train
310,0.0,1.8911364,0.04466742,train
311,0.0,-0.42783362,0.034867298,train
312,0.6666667,0.98486775,0.03947764,train
313,0.67741936,-0.94759876,0.014701128,train
314,0.6666667,0.5112845,0.016081404,train
315,0.11111111,0.3305194,0.026981467,train
316,0.15384616,1.5114257,0.032427087,train
317,0.2,-0.7703525,0.033693705,train
318,0.6,0.50957376,0.029926352,train
319,0.5121951,-1.3194667,0.015211713,train
320,0.5945946,0.014973602,0.014379378,train
321,0.33333334,0.25814566,0.028848147,train
322,0.5,1.4284083,0.03629453,train
323,1.0,-0.84439075,0.03557344,train
324,1.0,0.40764534,0.031441744,train
325,0.57575756,-1.4204866,0.016785445,train
326,0.54545456,-0.09970746,0.014837624,train
327,0.0625,0.26643914,0.017547498,train
328,0.125,1.4423809,0.019124378,train
329,0.09090909,-0.83976054,0.020105228,train
330,0.5,0.44146034,0.016423857,train
331,0.3580247,-1.3754147,0.010262142,train
332,0.4915254,-0.042853247,0.009186137,train
333,0.083333336,0.18277249,0.02567862,train
334,0.25,1.2940954,0.031348567,train
335,1.0,-0.96922547,0.033915713,train
336,0.25,0.21371333,0.02417904,train
337,0.3768116,-1.564155,0.015184318,train
338,0.3472222,-0.31063303,0.011654857,train
339,0.0,0.31217462,0.019720633,train
340,0.14285715,1.4334863,0.019690052,train
341,0.27272728,-0.8378872,0.021936746,train
342,0.33333334,0.3527517,0.017450452,train
343,0.36309522,-1.4111524,0.011011988,train
344,0.4397163,-0.16360237,0.0092337215,train
345,0.9,0.6588223,0.031638358,train
346,0.8333333,1.8030659,0.051425032,train
347,0.6,-0.52829856,0.0248318,train
348,0.5,0.6651947,0.023795826,train
349,0.42857143,-1.1461943,0.012318449,train
350,0.3392857,0.095172815,0.011547193,train
351,0.94285715,0.8033351,0.019020976,train
352,0.84615386,1.9803398,0.03478456,train
353,0.27272728,-0.37068325,0.015160488,train
354,0.22222222,0.8595824,0.015587367,train
355,0.26347306,-0.984701,0.009171813,train
356,0.22619048,0.2939985,0.008355434,train
357,0.875,0.7904481,0.030751172,train
358,1.0,1.9729304,0.04717638,train
359,0.16666667,-0.3676897,0.0218291,train
360,0.0,0.86848366,0.022355776,train
361,0.28846154,-1.0026737,0.011586975,train
362,0.23188406,0.2742132,0.010518379,train
363,0.90909094,0.90222186,0.018836334,train
364,0.90909094,2.1114287,0.035676163,train
365,0.53333336,-0.23024791,0.014438687,train
366,0.46666667,1.056176,0.016786097,train
367,0.35609755,-0.85810864,0.008560108,train
368,0.3051948,0.45387596,0.008441535,train
369,0.85,0.7518218,0.025218822,train
370,0.875,1.9501909,0.039275356,train
371,0.5,-0.3962216,0.0187173,train
372,0.5,0.8781105,0.019167298,train
373,0.25210086,-1.0751181,0.011514888,train
374,0.35064936,0.22538696,0.010062691,train
375,0.7234042,0.794295,0.017691141,train
376,0.7,2.0178552,0.030356368,train
377,0.4117647,-0.3377247,0.014739087,train
378,0.13333334,0.9658577,0.015388586,train
379,0.26767677,-1.0024076,0.009271613,train
380,0.21212122,0.33523783,0.008407721,train
381,0.7647059,0.8216223,0.028206766,train
382,0.8,2.0833657,0.04414957,train
383,1.0,-0.25503558,0.020192776,train
384,0.16666667,1.1158968,0.022814207,train
385,0.30487806,-0.9280333,0.012235453,train
386,0.19117647,0.4641268,0.011075481,train
387,0.85106385,0.95945257,0.017487455,train
388,0.76,2.2909443,0.028949372,train
389,0.3888889,-0.057418324,0.012507336,train
390,0.4090909,1.4082372,0.014701128,train
391,0.36363637,-0.68097264,0.008348876,train
392,0.3148148,0.8047353,0.00832522,train
393,0.08695652,0.5661554,0.019744508,train
394,0.0,1.9481866,0.02395186,train
395,0.0,-0.42982766,0.018992156,train
396,0.71428573,1.1070005,0.06281445,train
397,0.45833334,-0.9066178,0.012072289,train
398,0.6060606,0.6367566,0.011586975,train
399,0.06666667,0.88260424,0.014322118,train
400,0.30769232,2.3395011,0.019096859,train
401,0.23076923,-0.019043382,0.01339967,train
402,0.4375,1.5928721,0.016024072,train
403,0.47619048,-0.5312049,0.008588221,train
404,0.67424244,1.0808879,0.009372689,train
405,0.875,0.8144982,0.063957855,train
406,0.875,2.1147563,0.08034445,train
407,0.7692308,-0.21477963,0.056012806,train
408,0.82758623,1.2126042,0.06146885,train
409,0.6585366,-0.8025019,0.02350117,train
410,0.56435645,0.6510162,0.023109088,train
411,0.33333334,1.1065704,0.042617124,train
412,0.5,2.539727,0.05563992,train
413,0.52873564,0.1958334,0.039100338,train
414,0.70454544,1.7991208,0.05239194,train
415,0.5714286,-0.3448469,0.014842053,train
416,0.706383,1.2689415,0.020355435,train
417,0.5,1.0008105,0.040103506,train
418,0.6875,2.4089298,0.049503397,train
419,0.64893615,0.06644772,0.036083512,train
420,0.7368421,1.6323403,0.048323628,train
421,0.6903915,-0.45093417,0.014075972,train
422,0.69592476,1.1332572,0.020158563,train
423,0.2,0.59394205,0.034677617,train
424,0.31578946,1.8912624,0.04466742,train
425,0.5192308,-0.42783362,0.034867298,train
426,0.66071427,0.98504007,0.039475698,train
427,0.5222672,-0.94759876,0.014701128,train
428,0.5773585,0.5114689,0.016081404,train
429,0.2888889,0.3305194,0.026981873,train
430,0.1891892,1.5114257,0.03242776,train
431,0.3916084,-0.7703525,0.033693377,train
432,0.39655173,0.50969636,0.029925253,train
433,0.49562684,-1.3194667,0.0152124325,train
434,0.5319149,0.014973602,0.014378616,train
435,0.19148937,0.25810906,0.028850043,train
436,0.10714286,1.4284083,0.036293928,train
437,0.4488189,-0.84439075,0.03557375,train
438,0.4041096,0.40764534,0.031441744,train
439,0.37254903,-1.4204212,0.016785445,train
440,0.51760566,-0.09970746,0.014836885,train
441,0.10493827,0.26639593,0.017547498,train
442,0.2195122,1.4423809,0.019123806,train
443,0.28039217,-0.83976054,0.020105774,train
444,0.31376517,0.44146034,0.016424526,train
445,0.3693444,-1.3753686,0.010262142,train
446,0.39454547,-0.042853247,0.0091849435,train
447,0.13253012,0.18277249,0.02567862,train
448,0.11764706,1.2940954,0.031348914,train
449,0.25462964,-0.96922547,0.033915713,train
450,0.2421875,0.21371333,0.024179494,train
451,0.2639138,-1.5641403,0.015185761,train
452,0.3115016,-0.31061208,0.011655798,train
453,0.061728396,0.31217462,0.019719522,train
454,0.101265825,1.4334863,0.019690052,train
455,0.1941032,-0.8378872,0.021935748,train
456,0.25784755,0.3527517,0.01745108,train
457,0.25099602,-1.4111524,0.011012983,train
458,0.2859941,-0.16360237,0.009232535,train
459,0.9117647,0.6588223,0.031638704,train
460,0.8679245,1.8030659,0.051425032,train
461,0.6853933,-0.52829856,0.024831356,train
462,0.6111111,0.6651947,0.023795826,train
463,0.51599145,-1.1461943,0.012318449,train
464,0.482,0.095172815,0.011546245,train
465,0.9084507,0.8033351,0.019019825,train
466,0.80124223,1.9803398,0.034784243,train
467,0.6042296,-0.37068325,0.015160488,train
468,0.4869281,0.8595824,0.015586664,train
469,0.46702048,-0.984701,0.009170619,train
470,0.41216215,0.2939985,0.008355434,train
471,0.98571426,0.7904481,0.03075153,train
472,0.796875,1.9729304,0.04717661,train
473,0.5555556,-0.3676897,0.021828597,train
474,0.4595588,0.86848366,0.022356266,train
475,0.47841105,-1.0026737,0.011586975,train
476,0.4298893,0.2742132,0.010518379,train
477,0.85714287,0.90222186,0.018836334,train
478,0.9047619,2.1114287,0.035676163,train
479,0.6526316,-0.23024791,0.014438687,train
480,0.61622465,1.056176,0.01678675,train
481,0.55300474,-0.85810864,0.008561389,train
482,0.44610777,0.45387596,0.008440237,train
483,0.85,0.75190127,0.025218386,train
484,0.8192771,1.9502679,0.039275356,train
485,0.61025643,-0.39615718,0.018716715,train
486,0.59585494,0.8781105,0.01916787,train
487,0.4442623,-1.0750796,0.011514888,train
488,0.45307916,0.22541559,0.010060513,train
489,0.8644689,0.79437214,0.017691141,train
490,0.7514451,2.0178552,0.030356368,train
491,0.56760204,-0.3377247,0.014738344,train
492,0.5502958,0.9658577,0.015388586,train
493,0.4613073,-1.0023677,0.009271613,train
494,0.431083,0.33523783,0.008407721,train
495,0.85148513,0.8216223,0.028206766,train
496,0.85057473,2.0833657,0.044150062,train
497,0.7037037,-0.25503558,0.020192776,train
498,0.59516615,1.1160114,0.022814685,train
499,0.49292928,-0.9280333,0.012236349,train
500,0.41798943,0.4641268,0.011074492,train
501,0.90909094,0.95945257,0.017487455,train
502,0.7920792,2.2909443,0.028949372,train
503,0.6809623,-0.057418324,0.012506461,train
504,0.63251233,1.4082372,0.014701873,train
505,0.55257434,-0.68097264,0.008348876,train
506,0.539582,0.8047353,0.008323904,train
507,0.125,0.5661554,0.019743955,train
508,0.18571429,1.9481866,0.02395186,train
509,0.19354838,-0.42982766,0.018992731,train
510,0.34705883,1.1070005,0.06281463,train
511,0.3561644,-0.9066178,0.012072289,train
512,0.48496994,0.6367566,0.011586975,train
513,0.067567565,0.88260424,0.014322118,train
514,0.21008404,2.3395011,0.019096859,train
515,0.19530284,-0.019043382,0.01339967,train
516,0.3071553,1.5928721,0.016023388,train
517,0.33640552,-0.5312049,0.008586945,train
518,0.4496768,1.0808879,0.009372689,train
519,1.0,2.1147563,0.08034432,train
520,,-0.21477963,0.05601261,train
521,0.6,1.2126042,0.06146885,train
522,0.72727275,-0.8025019,0.02350117,train
523,0.6666667,0.6510162,0.02310814,train
524,0.5,1.1065704,0.042617124,train
525,0.0,2.539727,0.05563992,train
526,1.0,0.1958334,0.039100338,train
527,0.875,1.7991208,0.05239194,train
528,0.6181818,-0.3448469,0.014841315,train
529,0.6976744,1.2689415,0.020355975,train
530,0.0,1.0008105,0.040103234,train
531,0.5,2.4089298,0.049503174,train
532,0.72727275,0.06644772,0.036083512,train
533,0.64285713,1.6323403,0.048323628,train
534,0.7241379,-0.45093417,0.014075972,train
535,0.8727273,1.1332572,0.020158563,train
536,0.0,0.59394205,0.034677617,train
537,0.5,1.891337,0.044667177,train
538,0.875,-0.42783362,0.034867298,train
539,0.75,0.9851656,0.039475698,train
540,0.5660377,-0.94759876,0.014701128,train
541,0.6363636,0.5116078,0.016081404,train
542,0.33333334,0.3305194,0.026982281,train
543,0.0,1.5114257,0.03242776,train
544,0.64285713,-0.7703525,0.033693377,train
545,0.5,0.5097881,0.029925253,train
546,0.49253732,-1.3194667,0.015211713,train
547,0.5945946,0.014973602,0.014379378,train
548,0.5,0.25808236,0.028848525,train
549,0.0,1.4284083,0.036293928,train
550,0.46153846,-0.84439075,0.03557344,train
551,0.33333334,0.40764534,0.03144209,train
552,0.46969697,-1.4203724,0.016786097,train
553,0.516129,-0.09970746,0.014836885,train
554,0.14285715,0.26636165,0.017547498,train
555,0.25,1.4423809,0.019123806,train
556,0.3442623,-0.83976054,0.020105228,train
557,0.27142859,0.44146034,0.016423857,train
558,0.3231441,-1.3753319,0.010262142,train
559,0.50230414,-0.042853247,0.009186137,train
560,0.5,0.18277249,0.02567862,train
561,0.0,1.2940954,0.031348567,train
562,0.14285715,-0.96922547,0.033915713,train
563,0.15789473,0.21371333,0.02417904,train
564,0.3617021,-1.5641285,0.015186483,train
565,0.39655173,-0.3105953,0.011654857,train
566,0.0,0.31217462,0.019720633,train
567,0.06666667,1.4334863,0.01969061,train
568,0.18181819,-0.8378872,0.021936247,train
569,0.25,0.3527517,0.017451707,train
570,0.2834008,-1.4111524,0.011012983,train
571,0.3783784,-0.16360237,0.009232535,train
572,0.9,0.6588223,0.031638358,train
573,0.625,1.8030659,0.05142482,train
574,0.4864865,-0.52829856,0.0248318,train
575,0.6666667,0.6651947,0.023796286,train
576,0.55789477,-1.1461943,0.01231756,train
577,0.35714287,0.095172815,0.011547193,train
578,0.7826087,0.8033351,0.019020976,train
579,0.61538464,1.9803398,0.034783926,train
580,0.47727272,-0.37068325,0.015160488,train
581,0.41666666,0.8595824,0.015586664,train
582,0.4224924,-0.984701,0.009171813,train
583,0.35185185,0.2939985,0.008356745,train
584,0.6666667,0.7904481,0.030750819,train
585,0.42857143,1.9729304,0.04717661,train
586,0.35714287,-0.3676897,0.0218291,train
587,0.31034482,0.86848366,0.022356266,train
588,0.46060607,-1.0026737,0.011586975,train
589,0.28289473,0.2742132,0.010518379,train
590,0.9,0.90222186,0.018836334,train
591,0.73333335,2.1114287,0.035675857,train
592,0.60294116,-0.23024791,0.014439446,train
593,0.43333334,1.056176,0.016785445,train
594,0.48378378,-0.85810864,0.008560108,train
595,0.41292134,0.45387596,0.008441535,train
596,1.0,0.7519648,0.025218386,train
597,0.90909094,1.9503287,0.039275356,train
598,0.53846157,-0.39610624,0.0187173,train
599,0.5882353,0.8781105,0.01916787,train
600,0.41025642,-1.0750487,0.011513936,train
601,0.33510637,0.22543871,0.010061602,train
602,0.73333335,0.7944336,0.017691761,train
603,0.78571427,2.0178552,0.030356007,train
604,0.49019608,-0.3377247,0.014739087,train
605,0.3809524,0.9658577,0.015388586,train
606,0.4052478,-1.0023359,0.009272794,train
607,0.32520324,0.33523783,0.008407721,train
608,0.8,0.8216223,0.028206378,train
609,0.8888889,2.0833657,0.044149816,train
610,0.4516129,-0.25503558,0.020193318,train
611,0.44444445,1.1161022,0.022816127,train
612,0.34965035,-0.9280333,0.012236349,train
613,0.4375,0.4641268,0.011074492,train
614,0.89285713,0.95945257,0.017487455,train
615,0.7777778,2.2909443,0.028949372,train
616,0.57575756,-0.057418324,0.012507336,train
617,0.55,1.4082372,0.014701873,train
618,0.5149864,-0.68097264,0.008350187,train
619,0.457971,0.8047353,0.008323904,train
620,0.0,0.5661554,0.019743955,train
621,0.2857143,1.9481866,0.023952318,train
622,0.09836066,-0.42982766,0.018992731,train
623,0.32258064,1.1070005,0.06281463,train
624,0.38961038,-0.9066178,0.012073196,train
625,0.5530303,0.6367566,0.01158603,train
626,0.05882353,0.88260424,0.014321353,train
627,0.18181819,2.3395011,0.019096285,train
628,0.2631579,-0.019043382,0.013398852,train
629,0.5,1.5928721,0.016023388,train
630,0.34441087,-0.5312049,0.008588221,train
631,0.5,1.0808879,0.009372689,train
632,1.0,0.8144982,0.063957855,train
633,1.0,2.1147563,0.08034432,train
634,,-0.21477963,0.056012806,train
635,0.75,-0.8025019,0.023500703,train
636,0.5,0.6510162,0.02310814,train
637,0.0,1.1065704,0.042617124,train
638,1.0,2.539727,0.05563992,train
639,0.5,0.1958334,0.039100338,train
640,0.5,1.7991208,0.05239194,train
641,0.5365854,-0.3448469,0.014841315,train
642,0.7037037,1.2689415,0.020355435,train
